SCENARIO ID,DATE,EVENT TYPE,PROCESS AREA,LOSS AMOUNT(USD),FREQUENCY,SEVERITY,OPVAR(%),ML,GDP (%),VIX,TARGET
ALE-0448,29/4/2022,System Failure,E-Banking,49.02,3,0.87,2.75,2.54,3.2,22,1
OLE-0853,10/11/2023,System Failure,E-Banking,76.35,1,0.39,1.04,1,3.8,24,1
ALE-0941,7/1/2022,Cyber-Fraud,Payments,153.11,5,2.58,1.63,1.72,3,27,1
ALE-0405,1/11/2022,Data Breach,Payments,158.55,5,1.14,2.12,2.01,3.3,20,1
OLE-0224,12/12/2022,Cyber-Fraud,Payments,89.51,2,0.87,1.22,1,2.9,14,2
OLE-0146,30/9/2022,Tech Failure,Payments,5,1,0.56,0.54,1,2.7,23,2
ALE-0231,19/4/2022,Cyber-Fraud,Online Services,165.34,2,2.25,1.88,1.98,2.7,17,0
OLE-0374,8/8/2023,System Failure,Payments,18.3,5,0.89,0.8,1,3.4,22,0
ALE-0757,2/11/2022,Cyber-Fraud,Online Services,97.65,4,1.11,1.43,1.63,3.4,15,1
ALE-0285,28/7/2022,System Failure,ATM Network,10,5,2.22,1.97,1.48,3.5,24,2
ALE-1201,29/8/2022,Data Breach,Retail Banking,120.95,3,1.8,2.26,2.05,3.3,26,1
ALE-1009,27/1/2022,Data Breach,ATM Network,154.51,3,1.14,1.77,1.55,3.6,26,2
ALE-0417,9/11/2022,Data Breach,Payments,70.12,2,1.93,2.21,1.91,3.5,29,1
ALE-0408,11/12/2022,Data Breach,Online Services,159.19,1,2.61,2.49,1.69,2.8,17,0
ALE-0955,11/1/2022,Phishing,ATM Network,89.98,4,1.83,2.12,2.37,3.5,15,1
ALE-0608,15/1/2022,Phishing,ATM Network,251.47,1,2.36,2.66,2.94,3.6,28,1
OLE-0010,1/8/2022,Data Breach,ATM Network,23.16,2,0.69,1.47,1,3.4,21,2
OLE-0450,15/12/2022,System Failure,Payments,90.21,4,0.78,0.62,1,3.8,16,1
OLE-0709,28/11/2023,Tech Failure,Retail Banking,41.8,5,0.49,1.29,1,3.4,14,0
OLE-0256,7/1/2023,Tech Failure,Retail Banking,62.26,4,0.79,0.57,1,3.7,15,0
ALE-0025,30/8/2022,Tech Failure,E-Banking,124.51,5,2.64,1.3,1.35,3.8,22,0
OLE-0390,15/8/2023,Tech Failure,Payments,54.71,4,1.28,1.11,1,3.1,24,1
ALE-0632,18/8/2022,Phishing,ATM Network,23.72,2,1.56,3.42,2.99,2.7,20,0
ALE-0051,6/8/2022,System Failure,Payments,89.35,5,2.47,2.59,2.16,2.6,25,0
ALE-0067,13/7/2022,Data Breach,ATM Network,219.78,4,2.06,2.13,2.02,2.8,18,2
ALE-1071,2/5/2022,Cyber-Fraud,Online Services,155.37,2,2.3,1.91,1.6,3.9,21,2
ALE-0536,4/4/2022,Data Breach,ATM Network,69.37,5,1.01,2.01,1.45,2.6,24,2
OLE-0461,23/1/2022,Cyber-Fraud,E-Banking,44.75,4,0.33,0.62,1,2.7,20,2
ALE-0580,14/9/2022,Phishing,Payments,128.5,4,1.62,2.66,3.27,3.6,20,0
ALE-1068,6/8/2022,Tech Failure,E-Banking,143.03,4,1.87,2.22,2.19,4,18,0
ALE-0311,2/8/2022,Phishing,ATM Network,244.65,1,2.91,3.09,2.21,2.8,15,0
ALE-0101,15/4/2022,Phishing,ATM Network,60.86,1,1.93,1.66,1.62,3.4,22,1
OLE-0502,3/3/2023,Tech Failure,Payments,41.48,3,0.67,0.93,1,3.5,18,2
OLE-0740,11/4/2022,System Failure,ATM Network,64.38,4,0.95,0.55,1,2.6,24,2
OLE-0041,26/8/2022,Cyber-Fraud,Retail Banking,28.85,4,0.41,1.46,1,3.5,22,2
ALE-0011,14/10/2022,Tech Failure,Online Services,85.61,4,2.08,2.73,1.9,3,29,0
OLE-0732,3/6/2022,System Failure,ATM Network,47.23,2,1.35,0.85,1,3.6,21,2
OLE-0540,27/6/2022,Cyber-Fraud,Retail Banking,81.8,5,0.71,1.13,1,2.8,15,0
ALE-0344,24/8/2022,Data Breach,Retail Banking,123.54,4,1.15,2.74,2.06,2.7,27,0
ALE-0482,24/8/2022,Phishing,Online Services,178.24,2,1.19,3.19,2.67,3.9,15,0
OLE-0698,21/12/2023,Tech Failure,ATM Network,37.4,5,0.34,1.04,1,2.6,15,1
ALE-0724,7/10/2022,Data Breach,Payments,206.49,3,1.34,3.05,2.48,3.1,20,0
ALE-0704,23/1/2022,System Failure,Online Services,56.28,5,1.45,2.37,1.87,2.5,29,2
ALE-1154,9/5/2022,Cyber-Fraud,E-Banking,141.11,1,2.92,3.35,2.4,3.9,25,0
ALE-0288,8/10/2022,Cyber-Fraud,ATM Network,101.11,5,2.04,1.31,1.58,2.9,15,0
ALE-0174,10/9/2022,System Failure,E-Banking,63.85,4,1.08,2.76,2.3,3.2,23,2
OLE-0373,22/11/2023,Tech Failure,Payments,34.13,1,1.34,1.32,1,2.8,14,1
OLE-0668,18/5/2022,Data Breach,ATM Network,58.57,2,1.21,1,1,3.9,24,0
ALE-0873,18/6/2022,Cyber-Fraud,Payments,160.96,5,1.02,1.54,1.19,3.6,25,2
OLE-0358,16/9/2022,System Failure,Retail Banking,105.58,4,1.1,0.97,1,3.7,18,2
ALE-0110,26/11/2022,Data Breach,Payments,186.29,4,1.55,1.22,1.07,2.5,23,0
OLE-0784,20/11/2023,Cyber-Fraud,Payments,75.49,1,1.45,1.37,1,3.6,19,2
OLE-0736,19/2/2023,Tech Failure,Retail Banking,54.36,4,1.17,0.62,1,3.4,24,0
ALE-0496,19/1/2022,System Failure,Retail Banking,85.69,1,2.74,2.67,3.15,2.9,23,1
ALE-0178,28/4/2022,System Failure,Retail Banking,204.09,5,1.54,1.96,2.41,2.7,16,0
ALE-0113,13/2/2022,System Failure,Payments,202.75,3,2.57,1.61,1.09,3.1,16,2
ALE-0992,23/4/2022,Tech Failure,Online Services,79.52,2,1.5,1.49,1.31,3.3,27,0
ALE-0864,3/2/2022,System Failure,ATM Network,293.39,3,1.72,1.88,1.66,2.6,20,0
ALE-1141,24/7/2022,Data Breach,Retail Banking,38,3,2.95,1.37,1.37,2.9,27,0
ALE-0934,18/7/2022,Data Breach,Online Services,141.27,4,2.15,1.5,1.21,2.6,17,1
ALE-0871,9/11/2022,Phishing,Online Services,189.52,2,1.04,1.82,2.19,3.1,16,1
ALE-0471,29/6/2022,Tech Failure,Payments,41.51,4,2.72,2.84,2.35,2.6,16,2
ALE-0675,2/1/2022,Cyber-Fraud,ATM Network,57.4,4,2.35,3.42,3.39,3.6,26,2
ALE-0835,5/1/2022,Phishing,E-Banking,180.98,5,1.24,1.34,1.39,3.1,17,1
ALE-1001,31/12/2022,Cyber-Fraud,Payments,95.19,1,2.74,2.6,1.85,2.5,29,0
ALE-0395,18/2/2022,Phishing,Online Services,150.82,1,0.97,2.95,2.44,2.6,23,1
ALE-1060,25/8/2022,Tech Failure,Retail Banking,161.15,3,1.47,3.18,3.92,2.9,29,2
ALE-1084,12/7/2022,System Failure,Online Services,131.12,4,2.69,3.2,2.83,3.3,28,0
ALE-0379,3/11/2022,System Failure,Online Services,239.64,1,2.44,1.31,1.37,3.6,27,2
ALE-0028,2/2/2022,Phishing,ATM Network,152.21,4,2.57,1.35,1.05,3.4,29,0
OLE-0080,29/6/2022,Cyber-Fraud,E-Banking,59.01,4,1.18,1.04,1,3.4,21,2
ALE-0315,16/7/2022,Tech Failure,Retail Banking,203.94,4,2.12,2.3,1.58,2.6,16,2
OLE-0815,8/3/2023,Cyber-Fraud,E-Banking,46.94,3,1.02,1.2,1,2.6,24,2
ALE-0599,24/2/2022,Tech Failure,Online Services,212.02,5,0.87,3.09,2.61,3,28,2
OLE-0672,18/10/2022,System Failure,E-Banking,5,2,1.39,0.67,1,4,15,0
ALE-0879,13/8/2022,Cyber-Fraud,Online Services,162.79,5,2.54,3.04,2.33,2.5,29,2
OLE-0058,10/4/2023,System Failure,Retail Banking,34.78,5,0.73,1.03,1,3.2,20,0
OLE-0134,23/2/2023,Cyber-Fraud,ATM Network,68.46,4,1.06,0.95,1,2.8,18,0
ALE-0283,28/9/2022,Phishing,Retail Banking,235.54,3,1.79,1.23,1.03,3.5,19,0
ALE-0076,12/2/2022,Data Breach,ATM Network,275.42,4,1.62,2.08,1.5,3.5,20,2
ALE-1049,24/2/2022,System Failure,Payments,124.06,2,1.63,3.18,3.33,2.7,22,0
OLE-0824,26/11/2023,Cyber-Fraud,ATM Network,69.77,5,1.27,0.79,1,3.4,20,2
ALE-0575,3/3/2022,Cyber-Fraud,Payments,10,4,1.83,2.97,3.4,3.7,15,0
ALE-0691,13/2/2022,System Failure,Online Services,10,2,2.32,2.5,2.93,2.7,28,2
ALE-0357,22/5/2022,Phishing,Payments,99.95,2,0.89,2.55,3.02,3.9,29,1
OLE-0505,26/7/2022,Cyber-Fraud,Retail Banking,41.99,3,0.6,0.82,1,3.7,23,0
ALE-1151,6/12/2022,System Failure,Online Services,187.33,3,1.08,2.35,1.87,3.8,29,0
OLE-0348,27/6/2023,Tech Failure,E-Banking,12.35,5,1.09,0.64,1,3.4,18,1
OLE-0387,6/1/2023,Tech Failure,Payments,49.2,4,0.6,1.15,1,3.4,17,0
ALE-0167,22/8/2022,Phishing,E-Banking,260.86,2,1.47,3.44,2.72,3.1,17,1
ALE-0527,1/12/2022,Cyber-Fraud,ATM Network,30.82,3,1.86,3,3.33,3.2,27,1
ALE-0037,5/12/2022,Data Breach,ATM Network,157.8,2,1.26,2.35,2.44,3.1,27,2
OLE-0829,27/11/2022,Data Breach,Payments,44.59,2,0.31,0.92,1,2.7,18,0
ALE-1235,30/1/2022,Data Breach,E-Banking,139.61,4,1.52,3.35,3.12,3.2,22,0
OLE-0476,17/9/2023,Tech Failure,Payments,84.03,2,0.96,0.98,1,3.9,15,2
ALE-0811,5/10/2022,System Failure,Payments,186.69,5,1.88,1.65,1.25,2.9,25,2
ALE-0784,14/8/2022,Data Breach,Retail Banking,31.11,4,2.23,2.28,1.9,3.1,18,1
ALE-1246,8/8/2022,Data Breach,ATM Network,141.53,5,1.18,1.78,1.26,3.2,19,0
OLE-0653,3/8/2022,System Failure,ATM Network,9.09,2,1.29,1.2,1,3.2,18,0
OLE-0173,27/7/2023,Data Breach,E-Banking,33.64,3,0.96,0.56,1,3.5,22,1
ALE-0292,10/6/2022,Tech Failure,Payments,215.94,5,0.89,1.85,1.91,3.3,27,1
OLE-0039,23/5/2023,Data Breach,E-Banking,34.37,5,0.63,1.09,1,3.5,23,2
OLE-0714,12/4/2022,System Failure,ATM Network,73.08,5,1.48,1.04,1,3.3,22,1
OLE-0091,11/3/2022,Cyber-Fraud,Payments,20.23,5,1.2,1.48,1,2.8,17,2
OLE-0167,15/5/2023,System Failure,Retail Banking,55.5,2,0.5,0.75,1,3.8,16,1
ALE-0348,7/10/2022,Data Breach,Online Services,185.65,2,2.37,1.36,0.92,2.5,26,0
ALE-0018,11/11/2022,Cyber-Fraud,E-Banking,204.71,2,2.85,2.08,1.59,2.5,15,0
ALE-1115,3/6/2022,Cyber-Fraud,Payments,68.14,5,1.24,3.32,2.99,3.6,17,2
ALE-1040,15/12/2022,Tech Failure,Online Services,278.88,5,1.4,3.47,2.52,4,17,1
ALE-1234,20/4/2022,Tech Failure,ATM Network,229.89,1,2.26,1.56,1.09,2.8,17,1
ALE-0236,8/8/2022,Data Breach,ATM Network,181.95,2,2.73,2.16,1.5,4,24,2
ALE-0298,11/2/2022,Phishing,E-Banking,210.15,3,1.61,2.9,2.15,3.6,29,0
ALE-0467,31/3/2022,Data Breach,ATM Network,167.33,4,0.9,3.14,2.18,3.7,17,1
ALE-0689,9/5/2022,System Failure,Online Services,195.02,2,1.09,1.46,1.75,3.4,21,1
ALE-0493,2/4/2022,Cyber-Fraud,Online Services,164.28,2,2.64,3.07,2.62,2.7,17,0
OLE-0511,14/10/2022,Tech Failure,Payments,48.06,3,1.45,0.72,1,2.6,20,0
OLE-0500,22/10/2023,System Failure,E-Banking,72.78,5,1.42,0.8,1,3.7,20,2
ALE-1043,19/9/2022,Cyber-Fraud,E-Banking,176.19,5,2.79,2.55,2.68,3.8,17,1
ALE-0963,4/8/2022,Phishing,ATM Network,167.89,1,1.25,2.77,2.07,3.8,25,0
OLE-0339,16/3/2022,Data Breach,Retail Banking,7.55,5,0.38,0.71,1,3.7,15,1
ALE-1004,24/4/2022,Cyber-Fraud,ATM Network,122.76,1,2.09,1.38,1.41,2.6,25,1
ALE-0331,17/2/2022,Tech Failure,Online Services,138.6,4,1.26,3.23,2.62,3.1,25,1
OLE-0029,13/1/2023,Cyber-Fraud,ATM Network,5,4,0.81,0.59,1,3.7,21,0
ALE-0360,4/1/2022,Data Breach,E-Banking,78.41,5,1.59,2.88,1.95,2.7,27,2
ALE-0646,28/9/2022,Phishing,Payments,91.06,5,2.78,1.97,1.96,3.8,18,2
OLE-0795,28/5/2022,Data Breach,ATM Network,64.58,5,1.33,1.18,1,2.6,14,1
ALE-0088,26/2/2022,Phishing,Payments,213.16,4,1.32,3.37,2.76,2.7,16,1
ALE-0814,20/7/2022,Tech Failure,Retail Banking,182.54,4,0.92,1.21,1.39,3.7,29,0
OLE-0170,14/9/2023,Data Breach,ATM Network,72.44,4,0.78,1.49,1,3.8,21,1
ALE-0737,29/8/2022,Tech Failure,ATM Network,195.52,4,2.98,2.66,2.74,3.2,18,0
ALE-0340,15/1/2022,Tech Failure,Online Services,136.19,1,2.07,2.06,1.75,3.8,22,2
ALE-0396,21/11/2022,Tech Failure,Retail Banking,38.89,4,2.06,3.33,2.66,3.1,18,0
ALE-0730,10/3/2022,System Failure,Online Services,147.08,5,2.85,3.26,2.43,3.6,21,1
ALE-0055,17/3/2022,Data Breach,ATM Network,110.02,2,2.63,1.88,1.39,2.5,28,1
OLE-0492,15/9/2023,Data Breach,Retail Banking,77.12,2,0.52,0.77,1,2.8,20,1
ALE-0096,4/6/2022,Tech Failure,E-Banking,230.92,1,1.26,1.92,2.08,3.9,20,1
ALE-0240,14/6/2022,Cyber-Fraud,Payments,200.17,1,1.89,1.9,1.31,3.4,24,0
ALE-0175,15/4/2022,Data Breach,Retail Banking,168.22,3,1.04,3.47,2.81,3.5,24,2
OLE-0588,12/4/2023,Cyber-Fraud,Retail Banking,45.65,5,0.46,0.7,1,3.7,17,2
OLE-0751,20/2/2022,Tech Failure,E-Banking,51.46,4,0.3,1,1,3.1,23,2
OLE-0658,12/10/2023,System Failure,Retail Banking,61.12,1,1.35,0.74,1,3.3,19,0
OLE-0235,17/2/2023,Data Breach,E-Banking,7.44,1,0.65,1.09,1,2.5,22,2
OLE-0733,20/12/2023,Cyber-Fraud,Payments,49.14,2,0.54,1.44,1,4,22,2
ALE-1283,30/9/2022,Tech Failure,Retail Banking,225.63,1,2.11,2.45,2.52,3.8,22,1
ALE-0990,1/7/2022,System Failure,ATM Network,196.24,3,1.64,2.65,2.39,3.4,22,2
ALE-0299,20/11/2022,Phishing,ATM Network,104.7,5,1.53,2.94,2.85,2.7,27,1
ALE-0810,7/2/2022,System Failure,Payments,269.93,1,0.88,3.46,3.09,3,20,0
ALE-0761,3/11/2022,System Failure,Retail Banking,69.3,4,2.15,3.3,3.43,2.7,24,0
ALE-0983,4/9/2022,Tech Failure,Payments,323.52,2,1.72,3.07,2.16,2.9,15,1
ALE-0077,22/8/2022,Phishing,Payments,226.68,1,2.08,2.81,2.01,2.7,23,2
ALE-0352,17/1/2022,Cyber-Fraud,Retail Banking,298.44,5,2.64,1.93,1.48,2.7,15,2
ALE-0208,2/5/2022,Tech Failure,E-Banking,140.74,4,2.9,3.24,3.17,2.7,23,2
OLE-0109,10/9/2023,System Failure,Retail Banking,63.1,2,1.33,0.96,1,3.6,21,2
ALE-0891,10/6/2022,Cyber-Fraud,Online Services,245.58,2,2.59,2.3,1.65,2.9,29,0
OLE-0569,18/4/2022,Data Breach,E-Banking,55.54,3,1.41,1.26,1,3.4,21,0
ALE-0310,13/12/2022,Cyber-Fraud,ATM Network,10,5,2.85,2.59,2.05,3.1,23,1
ALE-0317,23/12/2022,Tech Failure,Online Services,215.55,5,2.2,2.43,2.26,2.9,18,1
ALE-0650,25/6/2022,Data Breach,Retail Banking,145.04,2,1.05,1.36,1.02,3.2,18,1
ALE-0635,3/3/2022,Cyber-Fraud,Online Services,256.34,4,1.63,3.05,2.24,3.9,24,2
ALE-0033,2/9/2022,System Failure,E-Banking,133.2,3,1.03,3.41,2.4,2.9,28,2
ALE-0090,13/5/2022,Cyber-Fraud,Payments,150.14,3,2.19,2,1.99,3.1,25,0
ALE-0191,21/1/2022,Phishing,Retail Banking,151.47,2,1.76,3,3.47,3.3,26,1
ALE-1056,7/11/2022,Data Breach,Retail Banking,10,2,2.97,3.25,2.43,3.1,28,0
ALE-0698,10/9/2022,System Failure,ATM Network,32.35,5,1.41,1.53,1.91,3.3,22,1
ALE-0783,5/6/2022,Phishing,Retail Banking,145.38,5,1,2.64,2.3,2.9,20,2
ALE-0027,25/5/2022,Tech Failure,Retail Banking,187.07,4,2.38,3.31,3.05,2.8,18,0
ALE-1035,1/7/2022,Data Breach,Retail Banking,115.63,1,0.97,2.76,2.54,3.6,23,0
ALE-1251,27/11/2022,System Failure,Payments,185.41,2,2.85,2.38,1.84,3.8,20,0
OLE-0851,30/11/2023,Tech Failure,Payments,24.96,5,0.9,0.58,1,3.4,19,1
ALE-0550,11/4/2022,Phishing,ATM Network,10,4,1.71,2.29,2.1,3.8,25,2
OLE-0735,8/7/2022,System Failure,Retail Banking,38.65,5,0.43,0.88,1,3.8,14,2
OLE-0718,5/6/2023,Data Breach,Payments,64.2,5,1,0.77,1,2.5,19,2
OLE-0455,8/5/2022,System Failure,Retail Banking,109.66,1,0.78,0.8,1,2.7,24,2
OLE-0265,1/6/2023,Data Breach,E-Banking,5,2,1.34,1.45,1,2.7,23,0
OLE-0076,26/3/2022,Cyber-Fraud,E-Banking,56.05,4,0.45,0.7,1,3.8,21,0
ALE-1019,3/9/2022,System Failure,Retail Banking,102.76,1,2.52,2.94,2.15,2.5,15,1
OLE-0445,10/8/2022,Cyber-Fraud,ATM Network,34.43,1,1.14,1.27,1,3,16,0
OLE-0396,5/11/2022,Data Breach,Retail Banking,5,2,1.31,0.98,1,3.3,18,1
OLE-0177,30/3/2023,System Failure,E-Banking,95.53,5,0.87,1.5,1,2.6,14,0
ALE-0185,6/2/2022,Data Breach,ATM Network,243.53,5,1.59,2.74,3.31,3.1,21,1
ALE-1106,17/10/2022,Tech Failure,ATM Network,159.2,5,1.91,2.49,2.4,2.6,28,1
ALE-0733,31/7/2022,Tech Failure,ATM Network,199.23,1,2.15,3.45,3.93,2.8,27,2
ALE-0857,28/2/2022,Phishing,Retail Banking,69.75,2,1.67,3.33,2.39,3.1,22,1
ALE-0708,31/1/2022,Phishing,Retail Banking,203.03,2,2.4,2.37,2.19,3.1,18,1
OLE-0596,17/6/2023,Cyber-Fraud,E-Banking,67.14,4,0.57,0.56,1,2.9,23,0
OLE-0062,17/12/2022,Tech Failure,Payments,65.39,5,1.31,0.6,1,3.2,17,1
ALE-0439,6/1/2022,Cyber-Fraud,E-Banking,325.85,5,1.7,1.69,1.49,3,21,0
ALE-0015,4/7/2022,Tech Failure,Payments,248.66,3,2.54,2.59,2.26,2.6,28,0
ALE-0834,27/12/2022,Phishing,E-Banking,216.56,3,1.07,1.48,1.13,3.4,20,0
OLE-0217,17/12/2022,Tech Failure,Retail Banking,49.86,1,0.84,0.63,1,3.9,24,1
OLE-0279,23/11/2022,System Failure,E-Banking,94.97,2,0.33,0.8,1,3.3,24,1
ALE-0535,16/2/2022,Cyber-Fraud,E-Banking,10,3,2.28,1.65,1.3,2.9,26,1
OLE-0037,13/12/2022,Data Breach,E-Banking,67.07,5,0.4,0.59,1,3.8,16,0
ALE-0862,14/1/2022,Phishing,Retail Banking,139,1,1.5,1.32,1.23,2.8,26,1
OLE-0663,20/3/2023,Data Breach,ATM Network,85.66,5,1.11,0.71,1,3,24,1
ALE-1189,17/12/2022,Data Breach,E-Banking,100.8,2,2.36,2.41,2.08,2.6,26,0
ALE-1285,3/11/2022,Phishing,Retail Banking,55.52,5,2.88,1.53,1.07,2.6,16,1
ALE-0120,29/3/2022,Cyber-Fraud,Online Services,108.94,5,2.57,3.26,2.8,3.2,22,0
ALE-0923,20/2/2022,Data Breach,Payments,219.56,5,0.91,3.36,3.61,2.8,23,1
OLE-0739,11/9/2022,Data Breach,E-Banking,33.14,2,0.33,0.9,1,4,24,2
OLE-0192,16/2/2022,Data Breach,Retail Banking,51.96,3,0.63,0.9,1,2.7,14,1
ALE-0062,11/5/2022,Phishing,Retail Banking,202.15,1,2.07,1.63,1.14,3.5,26,2
OLE-0457,25/1/2023,Tech Failure,Payments,118.14,4,1.24,0.78,1,3.9,14,2
ALE-0560,8/11/2022,System Failure,Retail Banking,127.75,2,1.36,2.95,2.47,3,24,1
OLE-0676,4/1/2022,System Failure,Retail Banking,39.69,2,0.45,0.87,1,2.8,17,2
OLE-0761,26/7/2022,Data Breach,E-Banking,65.69,5,1.49,1.2,1,2.9,20,1
ALE-1267,14/2/2022,Phishing,ATM Network,273.97,3,1.52,2.81,2.54,2.9,28,2
ALE-0956,15/1/2022,System Failure,Payments,148.66,1,1.75,1.47,1.69,3.6,22,0
OLE-0729,7/9/2022,Cyber-Fraud,E-Banking,64.59,4,0.66,1.17,1,3,14,0
ALE-1176,26/11/2022,Data Breach,Online Services,92.04,3,2.74,1.35,0.96,3.1,25,2
ALE-0542,23/4/2022,System Failure,Online Services,167.42,2,1.95,2.47,2.85,2.7,21,1
OLE-0413,23/5/2023,Data Breach,Retail Banking,11.19,4,0.45,0.61,1,3.5,17,2
ALE-0241,3/12/2022,Phishing,Online Services,121.83,4,1.9,1.46,1.32,3.2,18,2
ALE-0659,20/6/2022,Tech Failure,ATM Network,97.83,1,1.02,2.23,1.7,2.8,19,1
ALE-0667,27/11/2022,Tech Failure,Online Services,156.53,5,1.74,2.94,2.43,3.9,16,1
OLE-0826,30/6/2022,Data Breach,ATM Network,22.45,4,0.9,0.94,1,2.8,23,2
ALE-1215,16/3/2022,Data Breach,ATM Network,177.61,4,0.84,2.94,2.79,3.6,24,1
OLE-0617,12/4/2023,System Failure,E-Banking,105.7,1,0.56,1.37,1,3.9,20,0
OLE-0115,14/10/2023,Tech Failure,Payments,34.18,4,1.25,1.08,1,3.5,20,0
OLE-0418,21/8/2022,System Failure,ATM Network,71.37,5,0.82,0.78,1,2.7,18,2
ALE-1245,30/3/2022,Data Breach,ATM Network,120.39,4,1.89,1.53,1.71,2.9,16,0
ALE-0112,15/4/2022,Cyber-Fraud,ATM Network,10,5,0.92,2.14,2.32,2.7,27,1
OLE-0605,29/11/2023,System Failure,Payments,38.21,4,1.47,0.7,1,2.5,18,2
ALE-1249,17/11/2022,Cyber-Fraud,Retail Banking,142.75,2,2.96,3.31,2.54,3.1,16,1
OLE-0090,16/4/2023,Cyber-Fraud,Retail Banking,126.75,2,1.02,1.1,1,2.5,16,0
OLE-0849,30/1/2023,Cyber-Fraud,Retail Banking,50.61,1,1.39,1.13,1,2.6,19,0
ALE-0867,16/7/2022,Cyber-Fraud,E-Banking,185.08,1,0.81,2.37,1.99,3.7,24,2
ALE-1248,6/3/2022,Tech Failure,Payments,105.55,5,1.05,1.97,1.92,2.7,16,1
OLE-0754,13/12/2023,Cyber-Fraud,Retail Banking,23.55,4,0.41,1.06,1,3.8,24,1
OLE-0499,25/11/2023,System Failure,Payments,16.02,1,1.21,0.81,1,3.1,20,2
ALE-0419,13/7/2022,Tech Failure,Online Services,200.26,2,2.01,2.33,1.95,3.6,21,1
ALE-0468,3/2/2022,Phishing,Online Services,260.78,2,1.37,2.87,2,2.9,29,0
OLE-0012,11/11/2022,Data Breach,ATM Network,58.79,4,1.11,1.47,1,2.6,21,0
OLE-0397,15/11/2022,Data Breach,Payments,5,3,0.97,1.33,1,3.6,17,2
OLE-0285,12/9/2023,System Failure,ATM Network,52.58,1,0.68,1.4,1,2.6,16,2
ALE-1161,26/5/2022,Tech Failure,Payments,10,2,1.87,1.33,0.91,3.4,23,1
ALE-0209,26/11/2022,System Failure,Retail Banking,111.95,4,1.3,1.23,1.38,3,17,2
ALE-0334,4/1/2022,Data Breach,E-Banking,132.44,2,2.33,1.99,1.55,3.8,23,2
ALE-0583,22/9/2022,System Failure,E-Banking,72.96,1,1.56,3.18,2.27,2.5,18,2
ALE-1116,19/8/2022,Data Breach,Retail Banking,125.53,3,2.28,3.4,2.54,3.4,18,2
ALE-0593,28/3/2022,Data Breach,E-Banking,129.43,5,1.74,3.34,3.34,3.1,24,1
OLE-0691,10/5/2022,Cyber-Fraud,Retail Banking,88.96,3,1.5,0.97,1,3.7,18,1
ALE-0988,9/7/2022,Tech Failure,Online Services,117.75,3,1.84,2.94,2.08,3.9,23,2
ALE-0711,14/3/2022,Data Breach,ATM Network,138.77,4,2.39,2.72,2.45,3.5,20,1
ALE-1227,24/5/2022,Phishing,E-Banking,34.72,2,0.86,2.8,1.9,2.8,20,2
OLE-0690,6/2/2023,System Failure,Retail Banking,74.95,5,1.31,0.95,1,3.6,21,2
OLE-0852,1/2/2023,Tech Failure,Retail Banking,36.06,3,0.82,0.69,1,2.8,21,1
ALE-0641,24/3/2022,Phishing,ATM Network,232.21,5,1.88,1.93,1.86,3,27,1
OLE-0160,23/6/2023,Cyber-Fraud,Payments,39.63,1,1.44,0.84,1,3.3,15,2
ALE-0038,13/6/2022,Data Breach,Online Services,173.61,5,1.87,2.3,2.04,2.8,23,0
ALE-0927,10/6/2022,Data Breach,Payments,171.77,2,2.14,1.31,0.93,3.1,23,2
OLE-0258,7/1/2023,Data Breach,Payments,87.07,3,1.24,1.1,1,4,21,1
OLE-0336,14/2/2022,Data Breach,ATM Network,44.11,3,1.25,0.92,1,2.8,24,1
ALE-1229,3/12/2022,System Failure,ATM Network,87.59,1,0.94,1.64,1.93,3.8,20,1
ALE-0182,30/3/2022,Tech Failure,Online Services,143.11,3,1.49,1.88,1.43,3.8,20,1
OLE-0516,4/5/2023,Tech Failure,Retail Banking,76.93,3,1.06,1.36,1,2.7,21,0
ALE-0491,17/6/2022,Data Breach,Online Services,234.13,1,1.09,2.84,2.57,2.9,26,2
ALE-0158,4/10/2022,Tech Failure,E-Banking,113.17,3,1.79,1.43,1.1,2.5,22,2
OLE-0769,4/12/2022,Cyber-Fraud,ATM Network,84.79,4,0.39,0.77,1,4,14,1
ALE-1118,27/6/2022,Cyber-Fraud,Payments,144.15,5,1.2,3.33,3.82,3.3,15,2
OLE-0762,12/9/2022,Tech Failure,ATM Network,46.16,2,0.67,1.28,1,3.2,24,2
ALE-0389,16/12/2022,Data Breach,E-Banking,65.14,2,1.57,2.74,2.19,3.9,26,0
ALE-0346,2/7/2022,Tech Failure,E-Banking,198.92,1,2.51,1.86,1.34,3.1,16,0
ALE-0808,6/1/2022,System Failure,Retail Banking,260.19,1,2.14,1.61,1.51,3.2,16,1
ALE-0266,15/1/2022,Cyber-Fraud,ATM Network,202.69,2,2.88,1.3,1.13,3.4,28,0
OLE-0522,22/3/2022,System Failure,ATM Network,66.26,5,0.55,0.92,1,2.8,22,2
OLE-0023,16/5/2023,Cyber-Fraud,E-Banking,45.5,3,1.22,1.31,1,3.6,24,2
OLE-0357,14/7/2023,System Failure,E-Banking,43.51,3,0.34,0.7,1,3,21,2
ALE-0420,26/8/2022,Phishing,E-Banking,203.37,5,1.47,1.97,1.65,3.7,29,2
ALE-0455,18/11/2022,System Failure,Online Services,157.9,5,1.49,2.45,2.84,3.5,17,0
ALE-1047,1/7/2022,Phishing,E-Banking,92.2,2,2.89,2.67,2.01,3.6,16,0
